date,stock_id,stock_name,open,high,low,close,volume,day_trading_volume,foreign_buy,trust_buy,dealer_buy,foreign_hold_ratio,foreign_remain_ratio,foreign_limit_ratio
2026-05-11,0050,元大台灣50,96.65,97.15,96.5,96.9,96606,6150,-26938,2300,-18064,3.33,96.66,100.0
2026-05-11,0051,元大中型100,132.65,135.3,132.65,135.25,84,11,0,0,20,0.46,99.53,100.0
2026-05-11,0052,富邦科技,56.75,57.1,56.5,56.95,30943,1982,-6210,-197,-3364,1.97,98.02,100.0
2026-05-11,0053,元大電子,223.95,225.0,222.85,224.25,30,3,0,0,7,0.74,99.25,100.0
2026-05-11,0055,元大MSCI金融,34.39,34.48,34.0,34.0,597,88,83,0,-179,0.9,99.09,100.0
2026-05-11,0056,元大高股息,45.04,45.79,44.85,45.76,70902,6120,3631,1180,28571,1.3,98.69,100.0
2026-05-11,0057,富邦摩台,287.65,289.1,287.0,288.35,9,0,1,0,0,5.12,94.87,100.0
2026-05-11,0061,元大寶滬深,24.82,25.19,24.82,25.17,414,1,288,0,-113,4.41,95.58,100.0
2026-05-11,1101,台泥,25.15,25.65,25.05,25.4,23860,4572,8334,-3,-99,16.66,83.33,100.0
2026-05-11,1102,亞泥,35.0,35.05,34.6,34.65,8502,1090,-3958,-39,-365,16.28,83.71,100.0
2026-05-11,1103,嘉泥,13.4,13.55,13.35,13.45,241,41,21,0,-3,4.55,95.44,100.0
2026-05-11,1104,環泥,28.3,28.45,28.25,28.3,610,23,-244,0,-6,15.76,84.23,100.0
2026-05-11,1108,幸福,14.6,14.65,14.55,14.6,241,2,114,0,0,1.36,98.63,100.0
2026-05-11,1109,信大,15.45,15.5,15.3,15.5,283,32,12,0,-3,2.39,97.6,100.0
2026-05-11,1110,東泥,15.0,15.35,14.75,15.35,186,78,6,0,-5,5.89,94.1,100.0
2026-05-11,1201,味全,12.35,12.35,12.2,12.25,418,27,-87,0,-11,5.1,94.89,100.0
2026-05-11,1203,味王,44.0,44.0,44.0,44.0,5,0,0,0,0,1.72,98.27,100.0
2026-05-11,1210,大成,52.8,53.0,52.1,52.3,2608,538,-1221,0,-4,11.95,88.04,100.0
2026-05-11,1213,大飲,8.58,9.0,8.34,9.0,43,0,0,0,0,0.01,99.98,100.0
2026-05-11,1215,卜蜂,134.0,134.0,130.5,133.0,1952,236,-790,0,62,36.08,63.91,100.0
2026-05-11,1216,統一,73.0,74.2,72.5,73.9,15953,3222,3202,-169,-607,32.37,67.62,100.0
2026-05-11,1217,愛之味,9.66,9.69,9.62,9.63,727,45,-140,0,-10,7.59,92.4,100.0
2026-05-11,1218,泰山,19.2,19.2,19.05,19.15,558,54,-76,0,-8,4.15,95.84,100.0
2026-05-11,1219,福壽,13.4,13.4,13.25,13.3,838,182,-54,0,-1,5.71,94.28,100.0
2026-05-11,1220,台榮,12.25,12.4,12.1,12.35,282,34,-7,0,1,7.21,92.78,100.0
2026-05-11,1225,福懋油,32.0,32.25,31.7,32.05,627,34,42,0,6,1.42,98.57,100.0
2026-05-11,1227,佳格,29.05,29.2,28.85,28.85,986,94,-433,9,-14,5.7,94.29,100.0
2026-05-11,1229,聯華,42.1,42.1,41.0,41.1,5460,296,-3052,0,-38,9.23,90.76,100.0
2026-05-11,1231,聯華食,86.5,87.3,86.5,87.0,276,12,143,0,-1,2.83,97.16,100.0
2026-05-11,1232,大統益,148.0,149.0,148.0,148.0,91,7,-6,0,-2,2.65,97.34,100.0
2026-05-11,1233,天仁,29.0,29.0,28.75,28.75,22,2,1,0,-1,5.63,94.36,100.0
